"id","title","title_en","author","author_en","description","description_en","rating","age","age_en","genre","genre_en","date","completed","free","link"
766504,"가짜인간","fake human","0환이 / 반얀","0Hwan / Banyan","폭력을 일삼던 엄마의 손에서 벗어나 동생 수아와 단둘이 살게 된 지아는무슨 일이 있어도 동생을 행복하게 해주기 위해 늘 고군분투한다.그러던 어느 날, 여느 때와 다름없이 아르바이트를 하던 지아는 수련회에 간 수아의 번호로 이상한 문자를 받게 된다.수련회장이 아닌 낯선 곳에 왔다는 수아,'수아는 앞으로 행복한 삶을 살게 될 것'이라 말하는 정체불명의 누군가.그날의 문자를 끝으로 수아는 돌아오지 않고, 주변 사람들은 모두 무심하거나 수상하다.언제까지고 다른 이들의 도움을 기다릴 수는 없는 상황.동생을 되찾는 방법은 지아, 자신이 스스로 나서는 것 하나뿐이다.고등학교 친구 원승을 데리고 험난한 여정을 떠나는 그녀는 수아의 실종 뒤에 드리운 기묘한 사이비 종교의 소용돌이를 파고들어야 한다.","Ji-ah, who escaped from her abusive mother and came to live alone with her younger sister Su-ah, always struggles to make her younger sister happy no matter what happens. Then one day, while working part-time like any other, Ji-ah receives a strange text message from Su-ah, who is at a retreat. Su-ah said that she came to an unfamiliar place, not the retreat center, and an unidentified person said, ""Soo-ah will live a happy life from now on."" Su-ah never returned after that day's text message, and everyone around her is indifferent or suspicious. She can't wait for help from others forever. The only way to get her younger sister back is for Ji-ah to step forward herself. She sets out on a perilous journey with her high school friend Won-seung, and must delve into the strange cult behind Su-ah's disappearance.",9.43,"15세 이용가","15+","스토리, 스릴러","story, thriller","2022.03.19 22:54",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=766504"
729040,"가타부타타","Katabutata","숭어","mullet","모든 게 서툴고 어색했던 중학교 2학년 15살의 첫 연애.그렇게 헤어졌던 첫사랑을 같은 대학, 자취방 바로 옆집에서 다시 마주하다! 사랑이 뭔지, 연애가 뭔지 아직도 헷갈리고 서툴기만 한 스무 살. 과연 이번엔스스로에게 당당하고 서로를 솔직하게 마주하는 연애에 성공할 수 있을까?","My first love at the age of 15, when I was in my second year of middle school and awkward about everything. I met my first love again in the same university, right next door to my studio apartment! I’m still confused and awkward at the age of 20 about what love and dating are. Will I be able to succeed in a relationship where I can be confident in myself and be honest with each other this time?",9.95,"전체연령가","all ages","스토리, 로맨스","story, romance","2020.10.07 23:24",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=729040"
749055,"각자의 디데이","Each person's D-day","오묘","Mysterious","헤어졌지만 헤어지지 않은 사이솔직하지 못한 우리들 어떻게 될까요?","What will happen to us, who broke up but are not honest with each other?",9.97,"전체연령가","all ages","스토리, 로맨스","story, romance","2021.07.13 23:13",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=749055"
702165,"간질간질","Tickle tickle","손하은","Son Ha-eun","버스에서 시작된 간질간질 첫사랑2017 <청춘로맨스 대전> 우수상 수상작","The first love that started on the bus2017 <Youth Romance Daejeon> Excellence Award Winner",9.22,"전체연령가","all ages","스토리, 로맨스","story, romance","2018.10.15 23:24",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=702165"
799503,"간첩 18세","Spy 18 years old","팀꿀빨 / 김주인","Team Honey Red / Kim Joo-in","어린시절부터 북한에서 훈련받은 고아 출신 하진.그는 어린소년들을 내려보내 남한의 고위층으로 키우고자 하는 북의 계획에 발탁되어 남한으로 넘어온다.“이용당하지 않기 위해선 먹는쪽에 서야 한다”북에 이용당하기 보다 이용하고자 하는 그는 볼모로잡힌 동생을 구할 힘을 가지기 위해남과북의 조직들을 하나씩 잡아먹는다.","Ha-jin, an orphan who has been trained in North Korea since childhood, comes to South Korea after being selected for the North's plan to send young boys to South Korea and raise them as high-ranking officials. ""In order to avoid being used, you have to be on the side of the benefactors."" Rather than being used by the North, he wants to use them. In order to gain the power to save his younger brother who has been held hostage, he takes down organizations in both the North and South one by one.",9.57,"15세 이용가","15+","스토리, 액션","story, action","2022.12.30 22:53",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=799503"
798333,"간택주의보","Selection warning","은겸 / 연개 / 진숙","Eun-gyeom / Yeon-gae / Jin-sook","벗을 위해 변장 후 기방에 들어간 소진.우연히 헐벗은 사내, 이헌을 마주하게 되는데, 낯설지 않은 그는 바로 1년 전 소진이 구해준 사내.왕세자 이헌은 잃어버린 기억을 되찾기 위해 소진을 유혹하기 시작하는데, 벗을 찾으러 세자빈 간택을 이용해 궐에 잠입하려는 소진.완벽한 계획에 변수가 생기고 간택에서 떨어져야만 하는 소진에게 ‘로맨스주의보’가 내려졌다!","So-jin disguises herself and enters a brothel for her friend. She coincidentally encounters a naked man named Lee Heon, who is no stranger to her. He is the man So-jin saved a year ago. Crown Prince Lee Heon begins to seduce So-jin in order to regain his lost memories, but So-jin tries to infiltrate the palace using the crown princess selection to find her friend. A variable arises in her perfect plan, and a ‘romance warning’ is issued for So-jin, who has to fail the selection!",9.93,"15세 이용가","15+","스토리, 로맨스","story, romance","2022.12.25 22:00",FALSE,TRUE,"https://comic.naver.com/webtoon/list?titleId=798333"
791676,"갇힌 방","locked room","찡나 / 지언","Jjinna / Jiyeon","남의 개인정보를 수집하여 뒤를 캐는 주인공.동경하는 같은 반 남학생의 계정을 해킹하고, 상상도 못할 행적을 캐낸다.충격 받은 플은 겁을 주려고 익명 메세지를 보내게 되고, 그 뒤 남학생은 홀연이 모습을 감춘다.며칠이 지나고 주인공은 컴퓨터 한 대만 있는 방에 갇혀 눈을 뜨게 되는데…과연 주인공은 컴퓨터 한 대로 갇힌 방에서 자신을 가둔 범인을 찾고 탈출할 수 있을까?","The protagonist collects other people's personal information and spies on them. He hacks into the account of a male student in the same class that he admires and uncovers unimaginable details. Shocked, P sends an anonymous message to scare him, and then the student suddenly disappears. A few days later, the protagonist wakes up locked in a room with only one computer... Will the protagonist be able to find the criminal who imprisoned him in a room with only one computer and escape?",9.72,"12세 이용가","12+","스토리, 스릴러","story, thriller","2022.12.25 22:00",FALSE,TRUE,"https://comic.naver.com/webtoon/list?titleId=791676"
774706,"감 비서가 고장났다","Secretary Gam is broken","퀀퀀 / 파란드","Quanquan / Parand","언제나와 같은 야근길, 붕어빵 사고 남은 돈으로 지른 로또에 무려 1등으로 당첨된 ‘유은’.워라밸 없기로 악명높은 사장 ‘도혁’의 비서 일부터 당장 때려치우려 했지만… “제가 요즘… 감 비서 생각으로 머릿속이 가득 차 있거든요.”사장님이 고장났… 아니, 밑도 끝도 없이 말랑말랑해졌다?이제 와서 사람 흉내내도 소용없다며 밀어내려해도, 미남계를 곁들인 콤보 공격에 점점 흔들리는 유은. 그녀는 알까, 도혁도 똑같은 생각을 하고 있다는 것을.‘감 비서가 고장났다. 반드시 원래대로 고쳐놓고 말겠어.’","As usual, on her way to work late, she bought bungeoppang and won first prize in the lottery with the money left over. She tried to quit her job as secretary to CEO Do-hyeok, who is notorious for his lack of work-life balance, but… “These days… my head is full of thoughts about Secretary Gam.” The CEO is broken… no, he has become endlessly soft? Even though she tries to push him away, saying that it is useless to imitate people now, Yoo-eun is increasingly shaken by the combo attack with the handsome man. Does she know that Do-hyeok is thinking the same thing? ‘Secretary Gam is broken. I will definitely fix it back to how it was.’",9.92,"12세 이용가","12+","스토리, 로맨스","story, romance","2022.07.08 22:50",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=774706"
675823,"감염자","Infected person","이강","Lee Kang","사람을 잡아먹는 괴물 '감염자'나는 괴물이 되었다.","'Infected', a monster that eats people I became a monster.",9.95,"18세 이용가","18+","스토리, 스릴러","story, thriller","2018.08.18 23:31",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=675823"
759418,"감자마을","Potato Village","박지독","Park Ji-dok","감자 청년이 펼치는 격정막장 작물드라마!감자마을에 살고 있는 주인공 한감자는 꿈을 이루기 위해 감자마을을 떠난다.하지만 감자마을 밖은 고난과 역경 그 자체.마을을 떠나자마자 예상치 못한 살인 사건에 휘말리며 위험에 처하게 된다.과연 한감자는 무사히 살아남아 다시 감자마을로 돌아갈 수 있을 것인가?","A passionate and explosive crop drama by a young potato! The main character, Han Gam-ja, who lives in Potato Village, leaves Potato Village to pursue his dream. However, the outside of Potato Village is full of hardship and adversity. As soon as he leaves the village, he gets caught up in an unexpected murder case and is put in danger. Will Han Gam-ja be able to survive and return to Potato Village?",9.94,"12세 이용가","12+","스토리, 개그","story, gag","2022.03.31 22:59",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=759418"
738177,"감히","Dare","희나리","Heenari","진실을 향한 입과 귀를 틀어막고 짓누르는 그들. 이제 죽음에서 자유로워진 그녀의 복수가 시작된다.","They have blocked and suppressed her mouth and ears toward the truth. Now that she is free from death, her revenge begins.",9.91,"15세 이용가","15+","스토리, 스릴러","story, thriller","2021.05.27 23:06",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=738177"
742048,"갑자기 커피","Suddenly coffee","우 / 리지","Woo / Lizzy","스무살, 첫 커피… 그리고 첫 사기…?!세계 최고의 바리스타였던 지오반니와 조금(?)은 특이한 직원들과 함께하는20살 동우의 본격 카페 알바 이야기!","At age 20, his first coffee... and his first scam...?! The story of 20-year-old Dong-woo's full-fledged cafe part-time job with Giovanni, the world's best barista, and some(?) unusual employees!",9.78,"전체연령가","all ages","스토리, 개그","story, gag","2020.10.07 23:13",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=742048"
318995,"갓 오브 하이스쿨","God of High School","박용제","Park Yong-je","전국, 전세계 고등학생 중 가장 쎈 녀석을 뽑는 대회가 열린다.허구 100% 막장 액션의 끝!! 기대하시라!!!","A competition is being held to select the strongest high school student in the country and the world. It's 100% crazy action!! Look forward to it!!!",9.64,"12세 이용가","12+","스토리, 판타지","story, fantasy","2022.11.03 23:00",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=318995"
730258,"갓!김치","God! Kimchi","김민우","Kim Min-woo","​1000% 신토불이 히어로 등장!","​1000% Shinto hero appears!",7.42,"전체연령가","all ages","에피소드, 개그","episode, gag","2020.06.20 23:18",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=730258"
732255,"갓도령스","God of the Dragons","도로롱","Dororong","갓을 쓴 네명의 꽃도령그들과 함께 드랍 더 비트!","Drop the beat with the four flower boys wearing hats!",9.96,"전체연령가","all ages","스토리, 드라마","story, drama","2020.08.26 23:00",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=732255"
731297,"갓물주","Fresh water","HD3","HD3","과거로 갈 수 있는 건물을 얻게 된 평범한 청년 송강기.시간 이동으로 내가 얻은 이득만큼 누군가는 피해를 보게 되는 파이 싸움의 현실!강기는 과연 어떤 선택을 해 나갈 것인가...","Song Kang-gi, an ordinary young man who gets a building that allows him to travel back in time. The reality of the pie fight is that someone will suffer the same amount of damage as he gained from time travel! What choice will Kang-gi make?",9.9,"전체연령가","all ages","스토리, 드라마","story, drama","2020.12.15 23:25",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=731297"
790453,"갓트","Gott","서패스 / 아거주누","Seopass / Agerjunu","12계열의 갓트(GOD-Tribe)가 서로 싸우며 공존하는 세상.육식계에게 학대를 받으며 일하던 환식계 꼬마 랏데는포식자에 제물로 바쳐졌으나, 영웅 타세르에 의해 구원된다.타세르의 말에 따르면 랏데가 바로 포식자들에 맞서 세상을 구원할천년에 한번 태어나는 계시된 존재였고,이후 모든 '갓트'집단의 리더가 될 운명이었다.이제 타세르와의 수련 후, 세상을 뒤집는 복수가 시작된다.","A world where 12 GOD-Tribes fight and coexist. Ratde, a child from the Phantom Tribe who was abused and worked by the Carnivore Tribe, is offered as a sacrifice to the predators, but is saved by the hero Tasser. According to Tasser, Ratde was a revealed being born once every thousand years to save the world from the predators, and was destined to become the leader of all 'GOD-Tribes'. Now, after training with Tasser, the revenge that will turn the world upside down begins.",9.91,"15세 이용가","15+","스토리, 판타지","story, fantasy","2022.10.05 22:58",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=790453"
715159,"갓핑크","God pink","이상신 / 국중록","Lee Sang-shin / Guk Joong-rok","흥분하면 거대해지는 그놈!박성기를 함부로 자극하지 마라​생체병기 '핑크맨'의 신체 부위를 나눠가진 초능력자들이 펼치는 박진감 넘치는 액션","The guy who becomes huge when excited! Don't provoke Park Sung-ki recklessly. Thrilling action by superpowered people who have divided up the body parts of the biological weapon 'Pink Man'.",9.93,"15세 이용가","15+","스토리, 판타지","story, fantasy","2021.07.16 23:13",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=715159"
733728,"강남도깨비","Gangnam goblin","이경민 / 송준혁","Lee Kyung-min / Song Jun-hyeok","전세계 44명, 황금의 피를 가진 전교1등을 노리는 도깨비가 나타났다.지상 최대 공모전 최우수상 수상작!!","A goblin with golden blood and the goal of becoming the top student in the entire school has appeared among 44 people from around the world. The winner of the world's greatest contest!!",9.78,"15세 이용가","15+","스토리, 판타지","story, fantasy","2021.11.13 22:58",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=733728"
802865,"강남의 기사","Gangnam Knight","B급달궁 / 김재환","B-class archer / Kim Jae-hwan","화려한 현대 도시 강남에 원인 모를 재난이 닥친다. 온갖 괴물들과 악마에게 영혼을 판 듯한 마법사들이 하늘과 땅 그리고 바다에서 동시에 나타난다. 현대의 무기나 과학으로 도저히 대적할 수 없는 차원이 다른 적에게 강남은 지옥으로 변모한다.","An unknown disaster strikes the splendid modern city of Gangnam. All kinds of monsters and wizards who seem to have sold their souls to the devil appear simultaneously from the sky, the ground, and the sea. Gangnam turns into hell with an enemy of a different dimension that cannot be defeated by modern weapons or science.",9.43,"15세 이용가","15+","스토리, 판타지","story, fantasy","2022.12.25 22:30",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=802865"
762777,"강림전기 개정기","Kangrimjeonki revision period","철무장미 / 장군","Iron Rose / General","얼굴 학력 성품 모든 것이 완벽한 전교 1등 우등생 하린.그런 그의 옆자리를 차지한 괴상한 전학생이, 오늘부터 하린을 죽이겠다는데?!무협 소설 <강림전기>에서 튀어나온 악마, 최강림과의 파란만장 학교생활 판타지.","Harin, the top student in the entire school with perfect face, academic background, and personality. But the strange transfer student who took the seat next to her says he's going to kill Harin starting today?! A fantasy about a school life full of twists and turns with the demon Choi Kang-rim from the martial arts novel <Gangrim Chronicles>.",9.91,"12세 이용가","12+","에피소드, 액션","episode, action","2022.02.24 22:59",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=762777"
578108,"강변살다","Live by the river","박윤영","Park Yoon-young","이강변이라는 이름의 그녀가 펼쳐가는 20대 청춘 로맨스","A 20-something youth romance unfolds as she goes by the name of Lee Kang-byeon.",9.86,"12세 이용가","12+","스토리, 로맨스","story, romance","2019.03.07 23:13",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=578108"
483796,"강시대소동","Gangsidae commotion","주동근","Joo Dong-geun","강시대소동 야영지에 강시가 나타났다! 찌질한 우리라도 막아야 한다!","A zombie has appeared at the campsite! We, as pitiful as we are, must stop it!",9.74,"15세 이용가","15+","스토리, 스릴러","story, thriller","2014.07.27 23:16",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=483796"
774832,"같은 학교 친구","Same school friend","유유","Yoo Yoo","항상 바른 자세를 하는 같은 반 친구 겨울이.요한이는 그런 겨울이가 왠지 신경 쓰인다. 그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다.두근대는 심장 소리.피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까?어쩔 줄 모르는 소년소녀의 첫사랑 이야기.","Winter, a classmate who always has good posture. Yohan is somehow concerned about Winter. The two of them happen to be partners at that time. The closer they get, the closer their hearts become. The sound of their pounding hearts. What should I call this heat on their faces? A story of first love between a boy and a girl who don't know what to do.",9.97,"전체연령가","all ages","스토리, 로맨스","story, romance","2022.11.04 22:56",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=774832"
725830,"같은도장","Same stamp","이힝","Eeeek","게임 친구였던 귀여운(?) 연하남과같은 검도장에서 만나버렸다!","I met a cute(?) younger guy who was my gaming buddy at the same kendo hall!",9.98,"전체연령가","all ages","스토리, 로맨스","story, romance","2020.05.17 23:04",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=725830"
712362,"개를 낳았다","gave birth to a dog","이선","Lee Sun","사랑스러운 너와의 첫 만남부터 이별까지. 처음으로 반려견을 키우게 된 다나와 모든것이 처음인 강아지 명동이가 만나 함께 살아가는 이야기. 강아지 수명 20년. 너와 내가 함께하는 20년 동안 우린 어떤 일을 겪게 될까?","From the first meeting with you, my love, to the separation. The story of Danah, who is raising a dog for the first time, and Myeongdong, a dog who is new to everything, meeting and living together. A dog's lifespan is 20 years. What will happen to you and I during the 20 years we spend together?",9.94,"전체연령가","all ages","스토리, 드라마","story, drama","2022.12.29 22:53",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=712362"
740386,"개미","ant","재희","Jaehee","우리의 발 밑에 그들이 살고있다.","They live under our feet.",9.8,"15세 이용가","15+","스토리, 스릴러","story, thriller","2020.10.08 23:23",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=740386"
750571,"개미잡이","Ant catcher","이익수","Profit","겉과 속이 다른 삶을 살아온 악랄한 인간 고은식. 그런 악마와 함께 살고 있는 세진에게 뜻밖의 기회가 찾아온다.이들의 비밀스러운 삶을 집요하게 파고드는 형사와 고은식으로부터 어린 시절 온갖 학대를 받으며 살아온 의문의 남자가 복수를 위해 나타난다","Go Eun-sik, a vicious human who has lived a life that is different on the outside and inside. An unexpected opportunity comes to Se-jin, who lives with such a devil. A detective who persistently digs into their secret lives and a mysterious man who has suffered all kinds of abuse from Go Eun-sik as a child appear for revenge.",9.83,"15세 이용가","15+","스토리, 드라마","story, drama","2020.08.03 10:00",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=750571"
761463,"개밥 먹는 남자","Man eating dog food","김태순","Kim Tae-sun","출근길에 우연히 받은 ‘아임펫 향수’를 뿌렸다가 댕댕이 뚜치와 몸이 바뀌어버린 어도남.그런데, 뚜치가 회사에 출근하더니 투자 계약을 따내고, 임원 승진에, 짝사랑하는 여직원과 썸을 타기 시작한다?!뜻밖의 상황에 엮인 어도남은 오늘도 집에 틀어박혀 개밥을 먹는다.주인과 반려동물의 몸을 뒤바꾸는 ‘아임펫 향수’ 때문에 벌어지는 아이러니 코미디! 대박 맞겠지?2020 지상최대공모전 1기 장려상 수상작!","On his way to work, he accidentally sprayed on the 'I'm Pet' perfume that he received, and his body ended up switching with the dog, Tucci. But when Tucci came to work, she won an investment contract, got promoted to an executive position, and started dating a female coworker that she had a crush on?! Edo-nam, caught up in an unexpected situation, is stuck at home again today eating dog food. An ironic comedy that happens because of the 'I'm Pet' perfume that switches the bodies of the owner and his pet! This will be a huge hit, right? Winner of the 1st Encouragement Award at the 2020 Greatest Contest in the World!",9.93,"12세 이용가","12+","스토리, 판타지","story, fantasy","2022.04.17 22:59",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=761463"
794980,"개와 사람의 시간","Dog and Man Time","무브","Move","나영의 행복을 위해서라면, 무엇이든 할 수 있는 사랑스러운 반려견 우비. 그런 우비와 나영의 시간에 불현듯 개를 무서워하는 낯선 남자 영민이 들어오고, 나영과 영민의 관계가 가까워질수록 우비와 그녀의 사이는 멀어져 간다. 나영의 사랑을 독차지할 수 없게 된 우비. 결국 스스로의 한계를 느끼고 그녀의 곁을 떠나 자신을 위한 삶을 살기로 결심하게 되는데...","Woobi, a lovely companion dog who will do anything for Nayoung's happiness. Suddenly, a strange man named Yeongmin, who is afraid of dogs, comes into the time of Woobi and Nayoung, and as Nayoung and Yeongmin's relationship becomes closer, Woobi and her relationship grows further apart. Woobi, who cannot monopolize Nayoung's love, eventually feels his own limitations and decides to leave her side and live a life for himself...",9.77,"전체연령가","all ages","스토리, 드라마","story, drama","2022.12.28 22:53",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=794980"
794103,"개인정보 제공에 동의하십니...","I agree to provide my personal information...","신대성","Shin Dae-seong","어느 날 문득 인생의 작은 인연 하나를 떠올리게 된 현수.그 사람의 안부가 궁금해 난생처음 sns에 가입하게 되고 연락하기에 이른다.그리고 만남까지...그 인연과의 짧은 만남 이후 현수에겐 이상한 일들이 벌어지기 시작한다.자신의 개인 정보를 알아야만 가능한 테러들 연이어 발생하면서평범했던 현수의 일상은 점점 무너져 가는데...과연 현수는 범인을 잡고 자신의 일상을 되찾을 수 있을까?","One day, Hyun-soo suddenly remembers a small relationship in his life. Curious about that person's well-being, he joins SNS for the first time in his life and contacts them. And then they meet... After a short meeting with that person, strange things start to happen to Hyun-soo. As terrorist attacks that can only be carried out if they know his personal information occur one after another, Hyun-soo's ordinary daily life gradually falls apart... Will Hyun-soo be able to catch the culprit and get his daily life back?",9.58,"전체연령가","all ages","스토리, 스릴러","story, thriller","2022.12.26 22:00",FALSE,TRUE,"https://comic.naver.com/webtoon/list?titleId=794103"
729255,"개장수","Opening ceremony","김규삼","Kim Kyu-sam","역대급 판타지스릴러 <하이브>의 프리퀄! 곤충에게 지배당한 세상, 그 시작과 끝에 개장수가 있다.","A prequel to the all-time fantasy thriller <Hive>! In a world ruled by insects, there is a dog breeder at the beginning and end.",9.97,"15세 이용가","15+","스토리, 판타지","story, fantasy","2019.12.31 23:13",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=729255"
72939,"개판","A mess","현욱","Hyunwook","스스로를 정의라 부르는 조직 아마란스. 버려진 투견 바울이 겪는 그들의 이야기","The organization Amaranth, which calls itself Justice. Their story of the abandoned fighting dog Paul.",9.88,"15세 이용가","15+","스토리, 액션","story, action","2013.06.17 23:14",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=72939"
50422,"개편 축하 릴레이 카툰","Relay cartoon celebrating the reorganization","네이버웹툰작가","Naver Webtoon Writer","보다 재미있고, 보다 다양한 웹툰의 세계, 네이버 만화가 개편되었습니다.네이버 웹툰 개편을 축하하기 위하여 많은 프로 작가님들이 릴레이 축하 카툰을 선보입니다.","A more fun and diverse world of webtoons, Naver Comics has been revamped. To celebrate the Naver Webtoon revamp, many professional writers are presenting relay congratulatory cartoons.",9.55,"전체연령가","all ages","에피소드, 일상","episode, daily","2008.11.11 12:08",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=50422"
